Date,Region,Temperature (°C),Rainfall (mm),Humidity (%),Crop Yield Impact Score,fruit_Commodity,fruit_Price per Unit (LKR/kg),vegitable_Commodity,vegitable_Price per Unit (LKR/kg)
1/4/2020,Batticaloa,30.5,243.7,52.7,1.62,Rose Apple,482.41,Knol-Khol,302.47
1/4/2020,Colombo,35.4,3.2,93.1,0.54,Rose Apple,210.48,Knol-Khol,297.23
1/4/2020,Galle,22.6,198.9,85.1,1.29,Rose Apple,379.21,Knol-Khol,316.39
1/4/2020,Gampaha,37,16.3,76.3,1.2,Rose Apple,367.34,Knol-Khol,389.16
1/4/2020,Hambantota,26.8,190.5,83.5,0.93,Rose Apple,176.02,Knol-Khol,50.42
1/4/2020,Jaffna,26,115.5,60.7,0.99,Rose Apple,342.14,Knol-Khol,337.19
1/4/2020,Kalutara,30.7,71.2,75.3,1.57,Rose Apple,89.71,Knol-Khol,399.18
1/5/2020,Kandy,37.2,164.4,84.6,1.81,Rose Apple,458.19,Knol-Khol,298.13
1/5/2020,Kegalle,22.6,41.9,93.8,1.96,Rose Apple,162.16,Knol-Khol,439.51
1/5/2020,Kilinochchi,20.4,168.1,87.3,1.98,Rose Apple,153.29,Knol-Khol,476.99
1/5/2020,Kurunegala,29.5,398.9,91.1,1.08,Rose Apple,306.29,Knol-Khol,360.1
1/5/2020,Mannar,22.3,327.3,88.8,0.86,Rose Apple,410.15,Knol-Khol,115.32
1/5/2020,Matale,31.7,398.3,69.7,1.67,Rose Apple,129.19,Knol-Khol,231.62
1/5/2020,Matara,31,179.8,85.4,1.48,Rose Apple,285.69,Knol-Khol,252.24
1/5/2020,Monaragala,33,215.5,94,1.92,Rose Apple,69.94,Knol-Khol,373.47
1/5/2020,Mullaitivu,28.2,86.3,59.4,1.53,Rose Apple,339.51,Knol-Khol,330.66
1/5/2020,Nuwara Eliya,32.4,65.8,80.8,1.96,Rose Apple,422.56,Knol-Khol,291.58
1/5/2020,Polonnaruwa,37.2,327.4,64.4,1.94,Rose Apple,186.48,Knol-Khol,250.24
1/5/2020,Puttalam,23.4,318,58.9,1.19,Rose Apple,304.9,Knol-Khol,336.73
1/5/2020,Ratnapura,26.8,197.1,51.9,1.21,Rose Apple,184.9,Knol-Khol,420.46
1/5/2020,Trincomalee,34.1,292.7,94.5,1.42,Rose Apple,107.62,Knol-Khol,167.1
1/5/2020,Vavuniya,28.1,208.9,90.4,0.81,Rose Apple,413.72,Knol-Khol,302.47
1/5/2020,Ampara,34.4,384,69.3,1.67,Soursop,124.69,Pumpkin,204.75
1/5/2020,Anuradhapura,33,21.7,63.5,1.64,Soursop,404.51,Pumpkin,474.36
1/5/2020,Badulla,35.7,121.8,73.5,1.73,Soursop,82.03,Pumpkin,125.41
1/5/2020,Batticaloa,30.5,243.7,52.7,1.62,Soursop,375.52,Pumpkin,117.11
1/5/2020,Colombo,35.4,3.2,93.1,0.54,Soursop,100.39,Pumpkin,382.32
1/5/2020,Galle,22.6,198.9,85.1,1.29,Soursop,113.63,Pumpkin,498.97
1/5/2020,Gampaha,37,16.3,76.3,1.2,Soursop,146.94,Pumpkin,290.92
1/5/2020,Hambantota,26.8,190.5,83.5,0.93,Soursop,391.07,Pumpkin,420.01
1/5/2020,Jaffna,26,115.5,60.7,0.99,Soursop,149.07,Pumpkin,400.02
1/5/2020,Kalutara,30.7,71.2,75.3,1.57,Soursop,168.26,Pumpkin,384.2
1/5/2020,Kandy,37.2,164.4,84.6,1.81,Soursop,499.44,Pumpkin,222.48
1/5/2020,Kegalle,22.6,41.9,93.8,1.96,Soursop,184.91,Pumpkin,145.19
1/5/2020,Kilinochchi,20.4,168.1,87.3,1.98,Soursop,107.33,Pumpkin,273.26
1/5/2020,Kurunegala,29.5,398.9,91.1,1.08,Soursop,121.12,Pumpkin,183.17
1/5/2020,Mannar,22.3,327.3,88.8,0.86,Soursop,138.7,Pumpkin,303.8
1/5/2020,Matale,31.7,398.3,69.7,1.67,Soursop,275.53,Pumpkin,111.59
1/5/2020,Matara,31,179.8,85.4,1.48,Soursop,207.51,Pumpkin,75.88
1/5/2020,Monaragala,33,215.5,94,1.92,Soursop,65.21,Pumpkin,79.4
1/5/2020,Mullaitivu,28.2,86.3,59.4,1.53,Soursop,445.49,Pumpkin,473.68
1/5/2020,Nuwara Eliya,32.4,65.8,80.8,1.96,Soursop,85.81,Pumpkin,220.06
1/5/2020,Polonnaruwa,37.2,327.4,64.4,1.94,Soursop,439.68,Pumpkin,75.75
1/5/2020,Puttalam,23.4,318,58.9,1.19,Soursop,491.93,Pumpkin,68.99
1/5/2020,Ratnapura,26.8,197.1,51.9,1.21,Soursop,458.68,Pumpkin,483.03
1/5/2020,Trincomalee,34.1,292.7,94.5,1.42,Soursop,274.03,Pumpkin,337.23
1/5/2020,Vavuniya,28.1,208.9,90.4,0.81,Soursop,267.02,Pumpkin,131.98
1/5/2020,Ampara,34.4,384,69.3,1.67,Custard Apple,304.69,Onion,438.69
1/5/2020,Anuradhapura,33,21.7,63.5,1.64,Custard Apple,463.08,Onion,52.62
1/5/2020,Badulla,35.7,121.8,73.5,1.73,Custard Apple,237.47,Onion,229.66
1/5/2020,Batticaloa,30.5,243.7,52.7,1.62,Custard Apple,347.62,Onion,70.18
1/5/2020,Colombo,35.4,3.2,93.1,0.54,Custard Apple,142.07,Onion,106.5
1/5/2020,Galle,22.6,198.9,85.1,1.29,Custard Apple,158.45,Onion,306.37
1/5/2020,Gampaha,37,16.3,76.3,1.2,Custard Apple,200.19,Onion,194.93
1/5/2020,Hambantota,26.8,190.5,83.5,0.93,Custard Apple,324.95,Onion,253.13
1/5/2020,Jaffna,26,115.5,60.7,0.99,Custard Apple,422.23,Onion,318.62
1/5/2020,Kalutara,30.7,71.2,75.3,1.57,Custard Apple,273.26,Onion,303.65
1/5/2020,Kandy,37.2,164.4,84.6,1.81,Custard Apple,415.13,Onion,104.66
1/5/2020,Kegalle,22.6,41.9,93.8,1.96,Custard Apple,113.01,Onion,304.42
1/5/2020,Kilinochchi,20.4,168.1,87.3,1.98,Custard Apple,264.65,Onion,384.1
1/5/2020,Kurunegala,29.5,398.9,91.1,1.08,Custard Apple,399.24,Onion,79.48
1/5/2020,Mannar,22.3,327.3,88.8,0.86,Custard Apple,324.72,Onion,154.99
1/5/2020,Matale,31.7,398.3,69.7,1.67,Custard Apple,193.65,Onion,117.73
1/5/2020,Matara,31,179.8,85.4,1.48,Custard Apple,345.37,Onion,168.85
1/5/2020,Monaragala,33,215.5,94,1.92,Custard Apple,338.05,Onion,361.45
1/5/2020,Mullaitivu,28.2,86.3,59.4,1.53,Custard Apple,358.47,Onion,362.01
1/5/2020,Nuwara Eliya,32.4,65.8,80.8,1.96,Custard Apple,356.76,Onion,489.08
1/5/2020,Polonnaruwa,37.2,327.4,64.4,1.94,Custard Apple,336.7,Onion,281.89
1/5/2020,Puttalam,23.4,318,58.9,1.19,Custard Apple,445.39,Onion,155.52
1/5/2020,Ratnapura,26.8,197.1,51.9,1.21,Custard Apple,462.74,Onion,473.42
1/5/2020,Trincomalee,34.1,292.7,94.5,1.42,Custard Apple,281.82,Onion,495.49
1/5/2020,Vavuniya,28.1,208.9,90.4,0.81,Custard Apple,260.03,Onion,354.35
1/5/2020,Ampara,34.4,384,69.3,1.67,Gooseberry,146.14,Potato,100.69
1/5/2020,Anuradhapura,33,21.7,63.5,1.64,Gooseberry,335.66,Potato,451.38
1/5/2020,Badulla,35.7,121.8,73.5,1.73,Gooseberry,333.66,Potato,248.63
1/5/2020,Batticaloa,30.5,243.7,52.7,1.62,Gooseberry,163.72,Potato,494.49
1/5/2020,Colombo,35.4,3.2,93.1,0.54,Gooseberry,304.13,Potato,485.11
1/5/2020,Galle,22.6,198.9,85.1,1.29,Gooseberry,283.98,Potato,168.14
1/6/2020,Gampaha,37,16.3,76.3,1.2,Gooseberry,344.09,Potato,108.16
1/6/2020,Hambantota,26.8,190.5,83.5,0.93,Gooseberry,478.83,Potato,88.07
1/6/2020,Jaffna,26,115.5,60.7,0.99,Gooseberry,384.95,Potato,179.91
1/6/2020,Kalutara,30.7,71.2,75.3,1.57,Gooseberry,233.05,Potato,400.39
1/6/2020,Kandy,37.2,164.4,84.6,1.81,Gooseberry,53.98,Potato,282.91
1/6/2020,Kegalle,22.6,41.9,93.8,1.96,Gooseberry,294.89,Potato,136.29
1/6/2020,Kilinochchi,20.4,168.1,87.3,1.98,Gooseberry,156.18,Potato,421.47
1/6/2020,Kurunegala,29.5,398.9,91.1,1.08,Gooseberry,166.65,Potato,198.43
1/6/2020,Mannar,22.3,327.3,88.8,0.86,Gooseberry,451.82,Potato,394.44
1/6/2020,Matale,31.7,398.3,69.7,1.67,Gooseberry,54.84,Potato,369.5
1/6/2020,Matara,31,179.8,85.4,1.48,Gooseberry,249.3,Potato,190.98
1/6/2020,Monaragala,33,215.5,94,1.92,Gooseberry,357.72,Potato,476.76
1/6/2020,Mullaitivu,28.2,86.3,59.4,1.53,Gooseberry,216.58,Potato,104.97
1/6/2020,Nuwara Eliya,32.4,65.8,80.8,1.96,Gooseberry,190.56,Potato,341.28
1/6/2020,Polonnaruwa,37.2,327.4,64.4,1.94,Gooseberry,397.17,Potato,74.39
1/6/2020,Puttalam,23.4,318,58.9,1.19,Gooseberry,188.84,Potato,263.05
1/6/2020,Ratnapura,26.8,197.1,51.9,1.21,Gooseberry,398.42,Potato,207.27
1/6/2020,Trincomalee,34.1,292.7,94.5,1.42,Gooseberry,327.18,Potato,200.63
1/6/2020,Vavuniya,28.1,208.9,90.4,0.81,Gooseberry,390.17,Potato,488.03
1/6/2020,Ampara,34.4,384,69.3,1.67,Pomegranate,262.56,Drumsticks,414.47
1/6/2020,Anuradhapura,33,21.7,63.5,1.64,Pomegranate,75.78,Drumsticks,385.77
1/6/2020,Badulla,35.7,121.8,73.5,1.73,Pomegranate,396.93,Drumsticks,173.94
1/6/2020,Batticaloa,30.5,243.7,52.7,1.62,Pomegranate,379.17,Drumsticks,469.76
1/6/2020,Colombo,35.4,3.2,93.1,0.54,Pomegranate,74.87,Drumsticks,308.06
1/6/2020,Galle,22.6,198.9,85.1,1.29,Pomegranate,190.55,Drumsticks,71.18
1/6/2020,Gampaha,37,16.3,76.3,1.2,Pomegranate,479.87,Drumsticks,483.8
1/6/2020,Hambantota,26.8,190.5,83.5,0.93,Pomegranate,426.98,Drumsticks,116.75
1/6/2020,Jaffna,26,115.5,60.7,0.99,Pomegranate,383.88,Drumsticks,434.78
1/6/2020,Kalutara,30.7,71.2,75.3,1.57,Pomegranate,121.68,Drumsticks,137.45
1/6/2020,Kandy,37.2,164.4,84.6,1.81,Pomegranate,380.76,Drumsticks,193.56
1/6/2020,Kegalle,22.6,41.9,93.8,1.96,Pomegranate,261.52,Drumsticks,411.85
1/6/2020,Kilinochchi,20.4,168.1,87.3,1.98,Pomegranate,50.37,Drumsticks,277.86
1/6/2020,Kurunegala,29.5,398.9,91.1,1.08,Pomegranate,355.03,Drumsticks,347.76
1/6/2020,Mannar,22.3,327.3,88.8,0.86,Pomegranate,127.93,Drumsticks,82.49
1/6/2020,Matale,31.7,398.3,69.7,1.67,Pomegranate,149.01,Drumsticks,494.63
1/6/2020,Matara,31,179.8,85.4,1.48,Pomegranate,323.25,Drumsticks,365.32
1/6/2020,Monaragala,33,215.5,94,1.92,Pomegranate,316.19,Drumsticks,321.49
1/6/2020,Mullaitivu,28.2,86.3,59.4,1.53,Pomegranate,320.52,Drumsticks,126.31
1/6/2020,Nuwara Eliya,32.4,65.8,80.8,1.96,Pomegranate,210.94,Drumsticks,374.88
1/6/2020,Polonnaruwa,37.2,327.4,64.4,1.94,Pomegranate,497.56,Drumsticks,368.45
1/6/2020,Puttalam,23.4,318,58.9,1.19,Pomegranate,415.66,Drumsticks,411.63
1/6/2020,Ratnapura,26.8,197.1,51.9,1.21,Pomegranate,257.91,Drumsticks,496.67
1/6/2020,Trincomalee,34.1,292.7,94.5,1.42,Pomegranate,164.65,Drumsticks,313.77
1/6/2020,Vavuniya,28.1,208.9,90.4,0.81,Pomegranate,440.5,Drumsticks,374.59
1/6/2020,Ampara,34.4,384,69.3,1.67,Orange,238.05,Jackfruit,454.84
1/6/2020,Anuradhapura,33,21.7,63.5,1.64,Orange,248.72,Jackfruit,190.34
1/6/2020,Badulla,35.7,121.8,73.5,1.73,Orange,269.04,Jackfruit,361.46
1/6/2020,Batticaloa,30.5,243.7,52.7,1.62,Orange,210.96,Jackfruit,407.53
1/6/2020,Colombo,35.4,3.2,93.1,0.54,Orange,265.26,Jackfruit,253.59
1/6/2020,Galle,22.6,198.9,85.1,1.29,Orange,187.44,Jackfruit,101.21
1/6/2020,Gampaha,37,16.3,76.3,1.2,Orange,461.07,Jackfruit,430.33
1/6/2020,Hambantota,26.8,190.5,83.5,0.93,Orange,50.22,Jackfruit,237.17
1/6/2020,Jaffna,26,115.5,60.7,0.99,Orange,289.34,Jackfruit,289.43
1/6/2020,Kalutara,30.7,71.2,75.3,1.57,Orange,362.68,Jackfruit,72.25
1/6/2020,Kandy,37.2,164.4,84.6,1.81,Orange,255.52,Jackfruit,269.93
1/6/2020,Kegalle,22.6,41.9,93.8,1.96,Orange,260.16,Jackfruit,322.56
1/6/2020,Kilinochchi,20.4,168.1,87.3,1.98,Orange,101.98,Jackfruit,227.27
1/6/2020,Kurunegala,29.5,398.9,91.1,1.08,Orange,102.61,Jackfruit,278.03
1/6/2020,Mannar,22.3,327.3,88.8,0.86,Orange,172.01,Jackfruit,220.09
1/6/2020,Matale,31.7,398.3,69.7,1.67,Orange,409.93,Jackfruit,285.08
1/6/2020,Matara,31,179.8,85.4,1.48,Orange,476.98,Jackfruit,155.8
1/6/2020,Monaragala,33,215.5,94,1.92,Orange,232.82,Jackfruit,287.06
1/6/2020,Mullaitivu,28.2,86.3,59.4,1.53,Orange,252.82,Jackfruit,478.87
1/6/2020,Nuwara Eliya,32.4,65.8,80.8,1.96,Orange,453.33,Jackfruit,90.12
1/6/2020,Polonnaruwa,37.2,327.4,64.4,1.94,Orange,460.04,Jackfruit,352.98
1/6/2020,Puttalam,23.4,318,58.9,1.19,Orange,291.49,Jackfruit,99.11
1/6/2020,Ratnapura,26.8,197.1,51.9,1.21,Orange,197.23,Jackfruit,241.62
1/6/2020,Trincomalee,34.1,292.7,94.5,1.42,Orange,273.68,Jackfruit,208.3
1/6/2020,Vavuniya,28.1,208.9,90.4,0.81,Orange,308.91,Jackfruit,422.42
1/6/2020,Ampara,23.3,146.8,56.5,0.82,Banana,463.61,Breadfruit,144.74
1/6/2020,Anuradhapura,32.7,101.6,85.2,0.84,Banana,185.61,Breadfruit,467.84
1/7/2020,Badulla,20.3,291.1,51,0.64,Banana,466.9,Breadfruit,367.27
1/7/2020,Batticaloa,27.1,107.2,91.8,1.84,Banana,447.3,Breadfruit,122.65
1/7/2020,Colombo,22.2,254.8,86.3,1.09,Banana,277.51,Breadfruit,165.09
1/7/2020,Galle,23.2,117.6,80.2,0.83,Banana,64.9,Breadfruit,429.98
1/7/2020,Gampaha,30.5,44.3,59.7,0.58,Banana,451.27,Breadfruit,452.1
1/7/2020,Hambantota,26.6,37,64.5,1.5,Banana,253.33,Breadfruit,339.21
1/7/2020,Jaffna,33.8,225.1,77.7,0.68,Banana,177.33,Breadfruit,182.62
1/7/2020,Kalutara,37.5,168.5,60.1,1.79,Banana,294.62,Breadfruit,358.37
1/7/2020,Kandy,31.1,52.3,79.5,1.57,Banana,337.18,Breadfruit,364.09
1/7/2020,Kegalle,21.6,70.7,86.3,1.72,Banana,257.57,Breadfruit,210.04
1/7/2020,Kilinochchi,21.5,357.5,85.8,1.45,Banana,122.52,Breadfruit,320.85
1/7/2020,Kurunegala,34.6,173,84.8,1.13,Banana,404.65,Breadfruit,123.51
1/7/2020,Mannar,37.6,269.8,57.4,0.82,Banana,488.84,Breadfruit,88.32
1/7/2020,Matale,27.6,251.9,52.2,1.08,Banana,198.48,Breadfruit,244.5
1/7/2020,Matara,21.5,140.1,67.9,1.85,Banana,275.04,Breadfruit,92.99
1/7/2020,Monaragala,34.8,145.8,80.7,1.21,Banana,56.84,Breadfruit,341.26
1/7/2020,Mullaitivu,23.8,19.6,56.1,1.64,Banana,116.82,Breadfruit,284.88
1/7/2020,Nuwara Eliya,21.5,323.9,76.7,1.02,Banana,205.21,Breadfruit,244.17
1/7/2020,Polonnaruwa,23.7,147.2,65.7,0.62,Banana,386.15,Breadfruit,121.84
1/7/2020,Puttalam,24.5,179.4,79.6,1.28,Banana,227.77,Breadfruit,50.76
1/7/2020,Ratnapura,26.8,335.5,60.1,1.85,Banana,252.62,Breadfruit,120.42
1/7/2020,Trincomalee,30.5,21.6,75.1,0.84,Banana,118.33,Breadfruit,462.49
1/7/2020,Vavuniya,22.5,48,53.1,1.82,Banana,476.8,Breadfruit,267.11
1/7/2020,Ampara,23.3,146.8,56.5,0.82,Papaya,173.42,Taro,50.61
1/7/2020,Anuradhapura,32.7,101.6,85.2,0.84,Papaya,326.94,Taro,301.86
1/7/2020,Badulla,20.3,291.1,51,0.64,Papaya,313.43,Taro,258.25
1/7/2020,Batticaloa,27.1,107.2,91.8,1.84,Papaya,95.89,Taro,419.38
1/7/2020,Colombo,22.2,254.8,86.3,1.09,Papaya,159.34,Taro,450.88
1/7/2020,Galle,23.2,117.6,80.2,0.83,Papaya,361.44,Taro,277.4
1/7/2020,Gampaha,30.5,44.3,59.7,0.58,Papaya,355.97,Taro,361.19
1/7/2020,Hambantota,26.6,37,64.5,1.5,Papaya,147.19,Taro,88.56
1/7/2020,Jaffna,33.8,225.1,77.7,0.68,Papaya,477.14,Taro,286.87
1/7/2020,Kalutara,37.5,168.5,60.1,1.79,Papaya,198.51,Taro,298.38
1/7/2020,Kandy,31.1,52.3,79.5,1.57,Papaya,117.9,Taro,175.77
1/7/2020,Kegalle,21.6,70.7,86.3,1.72,Papaya,326.33,Taro,282.62
1/7/2020,Kilinochchi,21.5,357.5,85.8,1.45,Papaya,242.43,Taro,229.67
1/7/2020,Kurunegala,34.6,173,84.8,1.13,Papaya,413.77,Taro,321.82
1/7/2020,Mannar,37.6,269.8,57.4,0.82,Papaya,170.11,Taro,375.54
1/7/2020,Matale,27.6,251.9,52.2,1.08,Papaya,107.94,Taro,407.75
1/7/2020,Matara,21.5,140.1,67.9,1.85,Papaya,471.92,Taro,412.85
1/7/2020,Monaragala,34.8,145.8,80.7,1.21,Papaya,237.01,Taro,320.76
1/7/2020,Mullaitivu,23.8,19.6,56.1,1.64,Papaya,469.59,Taro,168.07
1/7/2020,Nuwara Eliya,21.5,323.9,76.7,1.02,Papaya,85.54,Taro,174.42
1/7/2020,Polonnaruwa,23.7,147.2,65.7,0.62,Papaya,171.76,Taro,70.07
1/7/2020,Puttalam,24.5,179.4,79.6,1.28,Papaya,198.41,Taro,234.18
1/7/2020,Ratnapura,26.8,335.5,60.1,1.85,Papaya,258.04,Taro,346.94
1/7/2020,Trincomalee,30.5,21.6,75.1,0.84,Papaya,251.42,Taro,458.23
1/7/2020,Vavuniya,22.5,48,53.1,1.82,Papaya,451.05,Taro,418.29
1/7/2020,Ampara,23.3,146.8,56.5,0.82,Mango,341.54,Manioc,166.12
1/7/2020,Anuradhapura,32.7,101.6,85.2,0.84,Mango,464.51,Manioc,250.81
1/7/2020,Badulla,20.3,291.1,51,0.64,Mango,361.1,Manioc,445.68
1/7/2020,Batticaloa,27.1,107.2,91.8,1.84,Mango,352.44,Manioc,295.64
1/7/2020,Colombo,22.2,254.8,86.3,1.09,Mango,117.66,Manioc,75.47
1/7/2020,Galle,23.2,117.6,80.2,0.83,Mango,281.87,Manioc,216.24
1/7/2020,Gampaha,30.5,44.3,59.7,0.58,Mango,338.93,Manioc,443.2
1/7/2020,Hambantota,26.6,37,64.5,1.5,Mango,195.12,Manioc,78.64
1/7/2020,Jaffna,33.8,225.1,77.7,0.68,Mango,117.81,Manioc,214.86
1/7/2020,Kalutara,37.5,168.5,60.1,1.79,Mango,90,Manioc,425.41
1/7/2020,Kandy,31.1,52.3,79.5,1.57,Mango,110.14,Manioc,115.98
1/7/2020,Kegalle,21.6,70.7,86.3,1.72,Mango,386.39,Manioc,59.43
1/7/2020,Kilinochchi,21.5,357.5,85.8,1.45,Mango,178.13,Manioc,266.25
1/7/2020,Kurunegala,34.6,173,84.8,1.13,Mango,447.37,Manioc,126.72
1/7/2020,Mannar,37.6,269.8,57.4,0.82,Mango,407.67,Manioc,227.15
1/7/2020,Matale,27.6,251.9,52.2,1.08,Mango,449.25,Manioc,53.4
1/7/2020,Matara,21.5,140.1,67.9,1.85,Mango,400.22,Manioc,482.7
1/7/2020,Monaragala,34.8,145.8,80.7,1.21,Mango,252.26,Manioc,144.71
1/7/2020,Mullaitivu,23.8,19.6,56.1,1.64,Mango,215.53,Manioc,91.19
1/7/2020,Nuwara Eliya,21.5,323.9,76.7,1.02,Mango,359.16,Manioc,445.52
1/7/2020,Polonnaruwa,23.7,147.2,65.7,0.62,Mango,322.31,Manioc,115.72
1/7/2020,Puttalam,24.5,179.4,79.6,1.28,Mango,390.83,Manioc,57.59
1/7/2020,Ratnapura,26.8,335.5,60.1,1.85,Mango,294.16,Manioc,399.84
1/7/2020,Trincomalee,30.5,21.6,75.1,0.84,Mango,377.28,Manioc,143.62
1/8/2020,Vavuniya,22.5,48,53.1,1.82,Mango,173.53,Manioc,392.67
1/8/2020,Ampara,23.3,146.8,56.5,0.82,Pineapple,224.93,Winged Bean,108.56
1/8/2020,Anuradhapura,32.7,101.6,85.2,0.84,Pineapple,193.79,Winged Bean,145.02
1/8/2020,Badulla,20.3,291.1,51,0.64,Pineapple,286.25,Winged Bean,216.51
1/8/2020,Batticaloa,27.1,107.2,91.8,1.84,Pineapple,259.31,Winged Bean,260.34
1/8/2020,Colombo,22.2,254.8,86.3,1.09,Pineapple,59.54,Winged Bean,243.94
1/8/2020,Galle,23.2,117.6,80.2,0.83,Pineapple,215.26,Winged Bean,131.15
1/8/2020,Gampaha,30.5,44.3,59.7,0.58,Pineapple,358.84,Winged Bean,102.43
1/8/2020,Hambantota,26.6,37,64.5,1.5,Pineapple,355.83,Winged Bean,434.2
1/8/2020,Jaffna,33.8,225.1,77.7,0.68,Pineapple,433.5,Winged Bean,306.52
1/8/2020,Kalutara,37.5,168.5,60.1,1.79,Pineapple,153.39,Winged Bean,167.79
1/8/2020,Kandy,31.1,52.3,79.5,1.57,Pineapple,285.65,Winged Bean,493.12
1/8/2020,Kegalle,21.6,70.7,86.3,1.72,Pineapple,212.4,Winged Bean,345.67
1/8/2020,Kilinochchi,21.5,357.5,85.8,1.45,Pineapple,389.85,Winged Bean,153.47
1/8/2020,Kurunegala,34.6,173,84.8,1.13,Pineapple,388.82,Winged Bean,130.14
1/8/2020,Mannar,37.6,269.8,57.4,0.82,Pineapple,382.91,Winged Bean,227.1
1/8/2020,Matale,27.6,251.9,52.2,1.08,Pineapple,471.11,Winged Bean,414.82
1/8/2020,Matara,21.5,140.1,67.9,1.85,Pineapple,377.17,Winged Bean,459.31
1/8/2020,Monaragala,34.8,145.8,80.7,1.21,Pineapple,358.68,Winged Bean,382.96
1/8/2020,Mullaitivu,23.8,19.6,56.1,1.64,Pineapple,207.08,Winged Bean,406.78
1/8/2020,Nuwara Eliya,21.5,323.9,76.7,1.02,Pineapple,156.92,Winged Bean,143.7
1/8/2020,Polonnaruwa,23.7,147.2,65.7,0.62,Pineapple,171.27,Winged Bean,454
1/8/2020,Puttalam,24.5,179.4,79.6,1.28,Pineapple,74.76,Winged Bean,463.7
1/8/2020,Ratnapura,26.8,335.5,60.1,1.85,Pineapple,93.03,Winged Bean,465.27
1/8/2020,Trincomalee,30.5,21.6,75.1,0.84,Pineapple,107.13,Winged Bean,454.09
1/8/2020,Vavuniya,22.5,48,53.1,1.82,Pineapple,315.63,Winged Bean,146.21
1/8/2020,Ampara,23.3,146.8,56.5,0.82,Wood Apple,164.78,Bitter Melon,154.29
1/8/2020,Anuradhapura,32.7,101.6,85.2,0.84,Wood Apple,83.22,Bitter Melon,379.55
1/8/2020,Badulla,20.3,291.1,51,0.64,Wood Apple,486.02,Bitter Melon,201.58
1/8/2020,Batticaloa,27.1,107.2,91.8,1.84,Wood Apple,338.88,Bitter Melon,283.66
1/8/2020,Colombo,22.2,254.8,86.3,1.09,Wood Apple,254.13,Bitter Melon,226.19
1/8/2020,Galle,23.2,117.6,80.2,0.83,Wood Apple,312.42,Bitter Melon,268.31
1/8/2020,Gampaha,30.5,44.3,59.7,0.58,Wood Apple,131.9,Bitter Melon,351.09
1/8/2020,Hambantota,26.6,37,64.5,1.5,Wood Apple,216.76,Bitter Melon,486.77
1/8/2020,Jaffna,33.8,225.1,77.7,0.68,Wood Apple,412.91,Bitter Melon,105.03
1/8/2020,Kalutara,37.5,168.5,60.1,1.79,Wood Apple,171.3,Bitter Melon,264.16
1/8/2020,Kandy,31.1,52.3,79.5,1.57,Wood Apple,132.01,Bitter Melon,66.71
1/8/2020,Kegalle,21.6,70.7,86.3,1.72,Wood Apple,111.29,Bitter Melon,231.16
1/8/2020,Kilinochchi,21.5,357.5,85.8,1.45,Wood Apple,204.78,Bitter Melon,246.67
1/8/2020,Kurunegala,34.6,173,84.8,1.13,Wood Apple,423.41,Bitter Melon,175.34
1/8/2020,Mannar,37.6,269.8,57.4,0.82,Wood Apple,276.13,Bitter Melon,235.43
1/8/2020,Matale,27.6,251.9,52.2,1.08,Wood Apple,334.16,Bitter Melon,177.11
1/8/2020,Matara,21.5,140.1,67.9,1.85,Wood Apple,68.32,Bitter Melon,343.46
1/8/2020,Monaragala,34.8,145.8,80.7,1.21,Wood Apple,255.06,Bitter Melon,53.78
1/8/2020,Mullaitivu,23.8,19.6,56.1,1.64,Wood Apple,120.67,Bitter Melon,119.48
1/8/2020,Nuwara Eliya,21.5,323.9,76.7,1.02,Wood Apple,161.53,Bitter Melon,436.94
1/8/2020,Polonnaruwa,23.7,147.2,65.7,0.62,Wood Apple,405.22,Bitter Melon,83.01
1/8/2020,Puttalam,24.5,179.4,79.6,1.28,Wood Apple,192.58,Bitter Melon,211.45
1/8/2020,Ratnapura,26.8,335.5,60.1,1.85,Wood Apple,287.76,Bitter Melon,158.99
1/8/2020,Trincomalee,30.5,21.6,75.1,0.84,Wood Apple,278.6,Bitter Melon,354.66
1/8/2020,Vavuniya,22.5,48,53.1,1.82,Wood Apple,105.2,Bitter Melon,90.35
1/8/2020,Ampara,23.3,146.8,56.5,0.82,Beli Fruit,78.64,Brinjal,318.98
1/8/2020,Anuradhapura,32.7,101.6,85.2,0.84,Beli Fruit,220.21,Brinjal,113.81
1/8/2020,Badulla,20.3,291.1,51,0.64,Beli Fruit,66.91,Brinjal,321.07
1/8/2020,Batticaloa,27.1,107.2,91.8,1.84,Beli Fruit,197.59,Brinjal,296.12
1/8/2020,Colombo,22.2,254.8,86.3,1.09,Beli Fruit,85.43,Brinjal,276.53
1/8/2020,Galle,23.2,117.6,80.2,0.83,Beli Fruit,446.03,Brinjal,408.63
1/8/2020,Gampaha,30.5,44.3,59.7,0.58,Beli Fruit,214.43,Brinjal,135.46
1/8/2020,Hambantota,26.6,37,64.5,1.5,Beli Fruit,226.11,Brinjal,436.7
1/8/2020,Jaffna,33.8,225.1,77.7,0.68,Beli Fruit,215.57,Brinjal,282.01
1/8/2020,Kalutara,37.5,168.5,60.1,1.79,Beli Fruit,61.9,Brinjal,329.81
1/8/2020,Kandy,31.1,52.3,79.5,1.57,Beli Fruit,365.49,Brinjal,425.97
1/8/2020,Kegalle,21.6,70.7,86.3,1.72,Beli Fruit,114.06,Brinjal,229.7
1/8/2020,Kilinochchi,21.5,357.5,85.8,1.45,Beli Fruit,75.94,Brinjal,395.02
